datetime,CO,NO2,TEMP,RH,AH
2005-01-12T19:00:00Z,5.7,182,14.1,57.8,0.9262
2005-01-12T20:00:00Z,5.6,166,13.1,62.9,0.943
2005-01-12T21:00:00Z,5.9,177,12,67.5,0.9467
2005-01-12T22:00:00Z,3.6,158,10.7,70.9,0.9113
2005-01-12T23:00:00Z,2.5,133,10,73.2,0.8988
2005-01-13T00:00:00Z,2.9,123,9.4,75,0.8874
2005-01-13T01:00:00Z,2.5,120,8.5,76.9,0.8557
2005-01-13T02:00:00Z,1.7,105,8.4,75.9,0.8407
2005-01-13T04:00:00Z,1.1,86,6.2,82.1,0.7825
2005-01-13T05:00:00Z,0.9,77,7,77.3,0.7759
2005-01-13T06:00:00Z,1,81,6.5,79.7,0.7751
2005-01-13T07:00:00Z,1.6,103,7.7,76.8,0.8112
2005-01-13T08:00:00Z,3.1,127,8.2,74.9,0.8184
2005-01-13T09:00:00Z,4.1,134,8.8,73.2,0.8298
2005-01-13T10:00:00Z,3.9,158,9.7,70.1,0.8432
2005-01-13T11:00:00Z,3.6,175,11.7,62.7,0.8586
2005-01-13T12:00:00Z,3.2,178,13.1,58.5,0.877
2005-01-13T13:00:00Z,2.2,135,14.2,54.1,0.8707
2005-01-13T14:00:00Z,2.4,133,14.2,54.3,0.8757
2005-01-13T15:00:00Z,2.7,134,14,56.3,0.894
2005-01-13T16:00:00Z,2.7,137,13.5,57.8,0.8933
2005-01-13T17:00:00Z,3.9,160,12.3,63,0.9015
2005-01-13T18:00:00Z,5.2,166,11.4,68,0.9166
2005-01-13T19:00:00Z,4,144,10.8,69.5,0.8995
2005-01-13T20:00:00Z,2.9,129,11,67.1,0.8766
2005-01-13T21:00:00Z,3.3,129,9.5,71.3,0.8458
2005-01-13T22:00:00Z,2,107,8.8,71,0.8089
2005-01-13T23:00:00Z,1.8,101,8,73.4,0.7899
2005-01-14T00:00:00Z,2.7,112,7.6,73,0.7629
2005-01-14T01:00:00Z,1.8,98,7.1,73.9,0.7515
2005-01-14T02:00:00Z,1.3,90,7.1,73.5,0.7439
2005-01-14T04:00:00Z,1.1,59,5.1,81.3,0.7204
2005-01-14T05:00:00Z,1.6,98,4.3,82.9,0.6968
2005-01-14T06:00:00Z,1.3,109,5.3,80.4,0.7234
2005-01-14T07:00:00Z,1.4,110,5.7,79.3,0.7326
2005-01-14T08:00:00Z,5,159,6.8,74.8,0.7423
2005-01-14T09:00:00Z,4.3,144,6.9,75.2,0.7505
2005-01-14T10:00:00Z,4.1,147,8,71.9,0.7712
2005-01-14T11:00:00Z,3.8,179,9.3,67.1,0.7849
2005-01-14T12:00:00Z,3.1,164,10.2,63.6,0.7928
2005-01-14T13:00:00Z,3.3,160,11,60.9,0.7966
2005-01-14T14:00:00Z,3.1,143,11.3,60.1,0.8022
2005-01-14T15:00:00Z,2.7,138,12.2,56.9,0.8068
2005-01-14T16:00:00Z,3.4,143,11.9,59.1,0.8211
2005-01-14T17:00:00Z,5,196,10.3,66.3,0.8286
2005-01-14T18:00:00Z,5.7,197,8.2,74.9,0.8187
2005-01-14T19:00:00Z,5.8,189,7.9,77.1,0.8223
2005-01-14T20:00:00Z,5.8,188,8.3,75,0.8253
2005-01-14T21:00:00Z,5,190,8.2,75.2,0.8185
2005-01-14T22:00:00Z,1.7,126,8.3,69.7,0.7632
2005-01-14T23:00:00Z,1.6,113,6.7,74.4,0.7344
2005-01-15T00:00:00Z,2.3,129,6.4,74.9,0.7238
2005-01-15T01:00:00Z,2.4,128,4.9,80.1,0.7011
2005-01-15T02:00:00Z,2,122,4.8,79.4,0.6872
2005-01-15T05:00:00Z,1.1,92,3.4,81.4,0.6425
2005-01-15T06:00:00Z,1,70,4.2,77,0.6439
2005-01-15T07:00:00Z,1.3,83,3.5,80.8,0.6406
2005-01-15T08:00:00Z,1.9,127,3.5,80.3,0.6366
2005-01-15T09:00:00Z,2.6,142,4,78.5,0.645
2005-01-15T10:00:00Z,2.7,155,4.5,76.6,0.6534
2005-01-15T11:00:00Z,2.4,153,5.6,72.3,0.6627
2005-01-15T12:00:00Z,2.7,177,7.5,64.4,0.672
2005-01-15T13:00:00Z,3.1,179,8.9,60.8,0.6921
2005-01-15T14:00:00Z,4.4,212,10.6,55.3,0.7058
2005-01-15T15:00:00Z,3.2,182,12.3,46.3,0.6597
2005-01-15T16:00:00Z,2.9,168,12.2,47,0.6686
2005-01-15T17:00:00Z,3,179,10.5,55.1,0.6993
2005-01-15T18:00:00Z,3.7,182,8.7,66.3,0.7491
2005-01-15T19:00:00Z,5.2,194,7.9,69.9,0.7487
2005-01-15T20:00:00Z,3.3,166,7.6,65.3,0.6842
2005-01-15T21:00:00Z,3.6,168,6.5,67.6,0.6608
2005-01-15T22:00:00Z,2.3,148,5.9,66.4,0.6226
2005-01-15T23:00:00Z,3,151,5.2,70,0.6232
2005-01-16T00:00:00Z,3.8,165,5.2,67.8,0.6028
2005-01-16T01:00:00Z,3.2,165,4.9,67.1,0.5863
2005-01-16T02:00:00Z,2.1,128,5.1,65.5,0.5811
2005-01-16T04:00:00Z,1.7,115,3.7,68.9,0.5549
2005-01-16T05:00:00Z,1.4,120,4.5,62.7,0.5343
2005-01-16T06:00:00Z,1.2,106,4.7,62.3,0.5368
2005-01-16T07:00:00Z,1.4,118,3.9,67.1,0.5483
2005-01-16T08:00:00Z,1.4,156,5.7,54.5,0.5034
2005-01-16T09:00:00Z,1.7,130,6.1,50.3,0.4769
2005-01-16T10:00:00Z,1,112,9,39.5,0.4554
2005-01-16T11:00:00Z,1,96,10.7,34.4,0.4406
2005-01-16T12:00:00Z,0.8,89,11.1,33.4,0.4401
2005-01-16T13:00:00Z,1,98,11.9,30.8,0.4285
2005-01-16T14:00:00Z,0.8,85,11.4,32,0.431
2005-01-16T15:00:00Z,0.7,80,11.3,32.5,0.4334
2005-01-16T16:00:00Z,1.1,112,11,33,0.4331
2005-01-16T17:00:00Z,1.1,121,10.3,35,0.4377
2005-01-16T18:00:00Z,1.2,132,8.4,40.9,0.4542
2005-01-16T19:00:00Z,2,160,8.3,38.5,0.4228
2005-01-16T20:00:00Z,2.2,167,8.1,37.9,0.41
2005-01-16T21:00:00Z,1.5,157,7.7,39,0.4106
2005-01-16T22:00:00Z,1.2,130,7,41.5,0.4193
2005-01-16T23:00:00Z,1.5,145,6.6,42.6,0.4179
2005-01-17T00:00:00Z,1.4,133,6.4,44.2,0.428
2005-01-17T01:00:00Z,1.2,110,6,46,0.4349
2005-01-17T02:00:00Z,1,100,4.4,53.1,0.4484
2005-01-17T04:00:00Z,0.7,79,3.7,55.8,0.4489
2005-01-17T05:00:00Z,0.5,79,2.6,58.6,0.4385
2005-01-17T06:00:00Z,0.7,90,3.2,56,0.4364
2005-01-17T07:00:00Z,1,95,3.6,55.4,0.4419
2005-01-17T08:00:00Z,3,169,1.8,63.3,0.4464
2005-01-17T09:00:00Z,4.1,199,2.4,60.2,0.4426
2005-01-17T10:00:00Z,3.1,186,4.6,52.1,0.4472
2005-01-17T11:00:00Z,3.8,208,8.2,40.5,0.4414
2005-01-17T12:00:00Z,2.7,178,10.5,34.7,0.4393
2005-01-17T13:00:00Z,3.1,176,11.1,33.3,0.4384
2005-01-17T14:00:00Z,3.1,177,11.1,32.6,0.4292
2005-01-17T15:00:00Z,3.2,182,12.4,28.3,0.4076
2005-01-17T16:00:00Z,3.3,182,12.9,24.5,0.363
2005-01-17T17:00:00Z,4,193,11.4,28.7,0.3865
2005-01-17T18:00:00Z,8.6,272,9.2,39.3,0.4573
2005-01-17T19:00:00Z,8.7,225,7.8,48.1,0.5115
2005-01-17T20:00:00Z,3.6,181,7.2,50.6,0.517
2005-01-17T21:00:00Z,3,172,6,53.3,0.5008
2005-01-17T22:00:00Z,1.9,153,5.3,55,0.4921
2005-01-17T23:00:00Z,1.9,143,4.2,58.1,0.4832
2005-01-18T00:00:00Z,1.6,142,3.4,60.9,0.4809
2005-01-18T01:00:00Z,1.4,131,3,60.2,0.4639
2005-01-18T02:00:00Z,1,105,3.2,58.8,0.4578
2005-01-18T05:00:00Z,0.8,87,3.1,59.7,0.4604
2005-01-18T06:00:00Z,0.9,106,4.2,57.1,0.4743
2005-01-18T07:00:00Z,1.5,140,3.4,58.5,0.4608
2005-01-18T08:00:00Z,3.1,167,3.9,57.3,0.4661
2005-01-18T09:00:00Z,5.1,175,4.3,56.8,0.4768
2005-01-18T10:00:00Z,5.8,235,5.6,52.9,0.4841
2005-01-18T11:00:00Z,3.8,196,5.5,54.9,0.4985
2005-01-18T12:00:00Z,4.4,211,5.1,64.3,0.5697
2005-01-18T13:00:00Z,4.9,234,5.5,66.1,0.601
2005-01-18T14:00:00Z,5.2,240,5.5,69.3,0.6331
2005-01-18T15:00:00Z,4.6,243,5,75.5,0.6667
2005-01-18T16:00:00Z,4.8,224,5.2,76.2,0.6796
2005-01-18T17:00:00Z,4.9,240,5.3,77.4,0.6954
2005-01-18T18:00:00Z,4.9,215,5,79.6,0.7022
2005-01-18T19:00:00Z,5.5,216,5.1,83,0.7352
2005-01-18T20:00:00Z,4.2,184,6.4,82.9,0.8022
2005-01-18T21:00:00Z,1.5,152,10.3,74,0.9237
2005-01-18T22:00:00Z,0.1,104,11.3,71.8,0.9577
2005-01-18T23:00:00Z,0.2,104,9.8,81.9,0.9923
2005-01-19T00:00:00Z,0.9,124,9.5,83.8,0.9972
2005-01-19T01:00:00Z,1,127,9.9,81,0.9885
2005-01-19T02:00:00Z,0.4,109,9.9,79.8,0.9725
2005-01-19T04:00:00Z,-200,73,4.8,75.7,0.659
2005-01-19T05:00:00Z,-200,52,4.7,78.9,0.682
2005-01-19T06:00:00Z,-200,57,5,75,0.6627
2005-01-19T07:00:00Z,0.1,89,5.6,69.5,0.6362
2005-01-19T08:00:00Z,0.7,128,7,64.9,0.6512
2005-01-19T09:00:00Z,1.2,152,7.1,65.4,0.6644
2005-01-19T10:00:00Z,0.2,128,6.4,67.4,0.6537
2005-01-19T11:00:00Z,-200,124,5.3,75.9,0.6824
2005-01-19T12:00:00Z,-200,117,6.3,73,0.7024
2005-01-19T13:00:00Z,0.3,110,8.6,63.3,0.7073
2005-01-19T14:00:00Z,0.6,128,10,55,0.6753
2005-01-19T15:00:00Z,0.2,114,9.4,53.6,0.6333
2005-01-19T16:00:00Z,0.2,110,9.2,55,0.6402
2005-01-19T17:00:00Z,0.7,112,8.7,55.1,0.6228
2005-01-19T18:00:00Z,1.8,130,8.9,54.4,0.62
2005-01-19T19:00:00Z,2.2,135,8.6,53.6,0.5992
2005-01-19T20:00:00Z,2.3,141,9,50.4,0.5809
2005-01-19T21:00:00Z,2.6,141,9.2,49.8,0.5808
2005-01-19T22:00:00Z,1.1,95,8.8,52.1,0.5918
2005-01-19T23:00:00Z,1.2,97,8.8,50.9,0.5781
2005-01-20T00:00:00Z,1.8,112,8.7,51.1,0.5755
2005-01-20T01:00:00Z,1.1,74,8.6,51.5,0.5772
2005-01-20T02:00:00Z,0.9,62,8.5,51.9,0.5766
2005-01-20T04:00:00Z,0.6,40,7.8,54.2,0.5755
2005-01-20T05:00:00Z,0.6,45,7.1,56,0.569
2005-01-20T06:00:00Z,0.9,93,7,57.6,0.5784
2005-01-20T07:00:00Z,1,104,7.5,55.3,0.5734
2005-01-20T08:00:00Z,3.4,162,7,56.3,0.566
2005-01-20T09:00:00Z,4.2,169,7.6,53.5,0.5605
2005-01-20T10:00:00Z,4.4,190,8.3,50.5,0.5558
2005-01-20T11:00:00Z,2.9,170,12.4,37.1,0.5329
2005-01-20T12:00:00Z,2.6,151,13.9,32.3,0.5117
2005-01-20T13:00:00Z,2.6,150,14.4,28.9,0.4723
2005-01-20T14:00:00Z,3,154,14.8,25.4,0.4259
2005-01-20T15:00:00Z,2.3,140,15.1,20.8,0.3536
2005-01-20T16:00:00Z,3,167,15.4,23.5,0.4076
2005-01-20T17:00:00Z,4.5,204,13.7,28.1,0.4381
2005-01-20T18:00:00Z,6,210,11.5,37.5,0.5068
2005-01-20T19:00:00Z,4.3,182,10.4,42.3,0.5337
2005-01-20T20:00:00Z,3.4,165,9.9,44,0.5381
2005-01-20T21:00:00Z,2.8,150,8.7,48.3,0.5458
2005-01-20T22:00:00Z,2.1,132,8.1,49.9,0.5417
2005-01-20T23:00:00Z,1.7,120,7.3,52.8,0.5419
2005-01-21T00:00:00Z,1.8,119,8,52.2,0.5623
2005-01-21T01:00:00Z,1.6,110,6.8,56.4,0.5609
2005-01-21T02:00:00Z,1.4,94,6.7,57.4,0.5654
2005-01-21T05:00:00Z,1.3,117,5.5,66.5,0.6054
2005-01-21T06:00:00Z,1.6,121,5.9,65.8,0.6178
2005-01-21T07:00:00Z,2.4,138,6.4,63.9,0.6192
2005-01-21T08:00:00Z,4.5,174,7.2,62.2,0.6351
2005-01-21T09:00:00Z,5.7,179,7.9,60,0.6406
2005-01-21T10:00:00Z,4.3,175,8.3,58.5,0.6403
2005-01-21T11:00:00Z,4.2,183,9.3,54.5,0.6415
2005-01-21T12:00:00Z,4.5,189,10.2,53.1,0.6608
2005-01-21T13:00:00Z,5,198,11.1,51.4,0.679
2005-01-21T14:00:00Z,2.9,142,12.8,46.9,0.6919
2005-01-21T15:00:00Z,3,139,13.1,48,0.7181
2005-01-21T16:00:00Z,3.3,99,13.5,51.5,0.793
2005-01-21T17:00:00Z,1.4,135,13.4,51.2,0.7808
2005-01-21T18:00:00Z,2.3,223,12.1,55.3,0.7777
2005-01-21T19:00:00Z,1.6,194,12,56.5,0.7924
2005-01-21T20:00:00Z,4.9,244,10.4,64.4,0.8123
2005-01-21T21:00:00Z,6.4,243,9.4,69.1,0.815
2005-01-21T22:00:00Z,3.5,230,8.9,71,0.8115
2005-01-21T23:00:00Z,1.7,207,8.1,73.8,0.7968
2005-01-22T00:00:00Z,2.6,223,7.3,76.8,0.7904
2005-01-22T01:00:00Z,1.6,216,7.3,76.7,0.7862
2005-01-22T02:00:00Z,1.5,198,7.1,77.3,0.7826
2005-01-22T04:00:00Z,0.5,126,7,77.8,0.7848
2005-01-22T05:00:00Z,0.9,144,5.7,80.5,0.7416
2005-01-22T06:00:00Z,0.4,183,5.2,81.4,0.7276
2005-01-22T07:00:00Z,0.5,193,5.6,80.4,0.7349
2005-01-22T08:00:00Z,0.8,196,6.3,78.8,0.7544
2005-01-22T09:00:00Z,1.4,208,6.9,76.9,0.7682
2005-01-22T10:00:00Z,1.6,217,9.2,67.7,0.79
2005-01-22T11:00:00Z,1.5,246,11.6,59.8,0.8152
2005-01-22T12:00:00Z,1,204,14,52,0.8288
2005-01-22T13:00:00Z,1,192,15,50.2,0.8495
2005-01-22T14:00:00Z,1.3,186,14.9,49.9,0.8394
2005-01-22T15:00:00Z,0.1,133,15.8,33.8,0.6034
2005-01-22T16:00:00Z,-200,126,15.4,29.3,0.5068
2005-01-22T17:00:00Z,-200,138,14.4,25.7,0.4193
2005-01-22T18:00:00Z,0.1,148,13.4,27.2,0.4157
2005-01-22T19:00:00Z,0.4,167,12.2,28.7,0.4077
2005-01-22T20:00:00Z,0.7,175,11.3,25.7,0.3422
2005-01-22T21:00:00Z,2.7,224,9.7,31.9,0.3848
2005-01-22T22:00:00Z,2.1,215,8.4,36.5,0.4035
2005-01-22T23:00:00Z,1.3,196,8.2,36.8,0.4016
2005-01-23T00:00:00Z,0.8,195,8,36,0.3872
2005-01-23T01:00:00Z,-200,181,7,39.9,0.4006
2005-01-23T02:00:00Z,-200,150,5.7,44.3,0.4093
2005-01-23T04:00:00Z,-200,139,4.2,50.8,0.4234
2005-01-23T05:00:00Z,-200,74,4.6,45.1,0.3861
2005-01-23T06:00:00Z,-200,73,2.7,53.3,0.4006
2005-01-23T07:00:00Z,-200,77,3.1,51,0.3947
2005-01-23T08:00:00Z,-200,98,2.5,54.1,0.4017
2005-01-23T09:00:00Z,-200,121,3.1,53.5,0.4123
2005-01-23T10:00:00Z,-200,162,5,47.5,0.418
2005-01-23T11:00:00Z,-200,178,5.8,43.4,0.4032
2005-01-23T12:00:00Z,-200,206,7.1,42.8,0.4327
2005-01-23T13:00:00Z,-200,191,7.9,41.6,0.4459
2005-01-23T14:00:00Z,-200,175,8.1,41.2,0.448
2005-01-23T15:00:00Z,-200,169,8.3,41.3,0.4533
2005-01-23T16:00:00Z,-200,180,8.9,49.1,0.5629
2005-01-23T17:00:00Z,-200,124,7.1,66,0.6678
2005-01-23T18:00:00Z,-200,130,5.7,75.1,0.6942
2005-01-23T19:00:00Z,-200,141,5.4,77.6,0.7031
2005-01-23T20:00:00Z,-200,157,5.4,78.2,0.7074
2005-01-23T21:00:00Z,-200,123,7.3,68.1,0.6979
2005-01-23T22:00:00Z,-200,104,5.8,74.4,0.6924
2005-01-23T23:00:00Z,-200,134,6.2,72.3,0.6887
2005-01-24T00:00:00Z,-200,105,5.9,72.7,0.6791
2005-01-24T01:00:00Z,-200,121,5,76.5,0.6728
2005-01-24T02:00:00Z,0.1,136,4,80.4,0.663
2005-01-24T04:00:00Z,-200,48,5.8,59.5,0.5519
2005-01-24T05:00:00Z,0.3,40,6.6,51.3,0.5026
2005-01-24T06:00:00Z,0.5,67,7,47.2,0.4745
2005-01-24T07:00:00Z,0.6,104,6.6,47.9,0.4686
2005-01-24T08:00:00Z,1.8,169,7.2,49.8,0.5061
2005-01-24T09:00:00Z,2,203,6.9,52.8,0.5293
2005-01-24T10:00:00Z,1.4,183,8.7,46.7,0.5249
2005-01-24T11:00:00Z,0.6,151,10,40.6,0.4971
2005-01-24T12:00:00Z,0.5,138,11.8,35.4,0.4877
2005-01-24T13:00:00Z,0.7,127,10.7,37.2,0.4788
2005-01-24T15:00:00Z,1.1,148,10.7,33.1,0.4256
2005-01-24T16:00:00Z,1.3,172,10.6,34.2,0.4375
2005-01-24T17:00:00Z,1,163,8.9,38.1,0.4341
2005-01-24T18:00:00Z,1.5,180,7.8,39.7,0.4206
2005-01-24T19:00:00Z,1.5,169,7.3,42.2,0.4341
2005-01-24T20:00:00Z,1.2,152,6.9,42.5,0.4257
2005-01-24T21:00:00Z,0.3,107,6.6,43.2,0.4247
2005-01-24T22:00:00Z,-200,75,6.4,41.7,0.4034
2005-01-24T23:00:00Z,-200,58,6.1,42.6,0.4041
2005-01-25T00:00:00Z,-200,57,5.9,41.8,0.3928
2005-01-25T01:00:00Z,-200,44,5.7,41.5,0.3836
2005-01-25T02:00:00Z,-200,29,5.5,42.4,0.3867
2005-01-25T04:00:00Z,-200,19,4.3,51.6,0.4323
2005-01-25T05:00:00Z,-200,20,3.7,56.3,0.453
2005-01-25T06:00:00Z,-200,35,3.3,58.1,0.4559
2005-01-25T07:00:00Z,-200,60,3.9,47.3,0.3862
2005-01-25T08:00:00Z,0.2,115,4.3,45.9,0.3843
2005-01-25T09:00:00Z,0.7,157,4.2,50.1,0.4168
2005-01-25T10:00:00Z,0.5,147,3.4,62.7,0.4943
2005-01-25T11:00:00Z,0.4,188,5,51.4,0.4534
2005-01-25T12:00:00Z,0.3,126,5.7,44.1,0.4063
2005-01-25T13:00:00Z,0.3,114,5.2,44.5,0.3968
2005-01-25T14:00:00Z,0.4,123,4.7,48.6,0.4194
2005-01-25T15:00:00Z,0.2,107,4.5,51,0.4327
2005-01-25T16:00:00Z,0.4,121,5.1,50.1,0.4432
2005-01-25T17:00:00Z,0.4,118,5,50.4,0.443
2005-01-25T18:00:00Z,0.7,134,4.3,56.4,0.4721
2005-01-25T19:00:00Z,1,142,4.3,56.7,0.476
2005-01-25T20:00:00Z,1.1,133,4.3,57,0.4771
2005-01-25T21:00:00Z,0.3,106,3.5,60.3,0.4782
2005-01-25T22:00:00Z,0.1,87,4.1,52.5,0.4351
2005-01-25T23:00:00Z,-200,67,3.9,50.6,0.4127
2005-01-26T00:00:00Z,-200,55,3.9,47.7,0.3901
2005-01-26T01:00:00Z,-200,49,4,47.8,0.3939
2005-01-26T02:00:00Z,-200,30,3.9,50.9,0.4144
2005-01-26T04:00:00Z,-200,20,3.3,52.8,0.4137
2005-01-26T05:00:00Z,-200,17,2.7,53.9,0.4062
2005-01-26T06:00:00Z,-200,35,2.8,54.4,0.411
2005-01-26T07:00:00Z,-200,71,3.6,49,0.3915
2005-01-26T08:00:00Z,0.3,136,3.3,50.2,0.3934
2005-01-26T09:00:00Z,0.6,163,3.5,47.5,0.3778
2005-01-26T10:00:00Z,0.3,143,4.3,49.4,0.4136
2005-01-26T11:00:00Z,0.1,134,4.5,48.4,0.4131
2005-01-26T12:00:00Z,0.1,130,4.3,50,0.4199
2005-01-26T13:00:00Z,0.2,122,4.3,49.7,0.4166
2005-01-26T14:00:00Z,0.5,129,4.9,45.3,0.3955
2005-01-26T15:00:00Z,0.3,132,5.6,42.4,0.3884
2005-01-26T16:00:00Z,0.3,133,5.7,43.1,0.3984
2005-01-26T17:00:00Z,0.3,126,4.8,49.7,0.4305
2005-01-26T18:00:00Z,1,177,5.1,43,0.3821
2005-01-26T19:00:00Z,1.4,185,5.3,44.4,0.397
2005-01-26T20:00:00Z,1.4,169,4.9,47.9,0.418
2005-01-26T21:00:00Z,1.1,151,4.7,50.8,0.4398
2005-01-26T22:00:00Z,0.4,114,4.6,54.8,0.4704
2005-01-26T23:00:00Z,0.2,90,4,56.8,0.4688
2005-01-27T00:00:00Z,0.2,87,4.2,46.8,0.39
2005-01-27T01:00:00Z,0.2,83,4.5,42,0.3571
2005-01-27T02:00:00Z,0.2,74,4.1,42.1,0.3487
2005-01-27T04:00:00Z,-200,28,4.4,42.2,0.3571
2005-01-27T05:00:00Z,0.4,26,4.1,45.9,0.3804
2005-01-27T06:00:00Z,0.5,61,4.3,42.5,0.3556
2005-01-27T07:00:00Z,0.7,91,4.6,38.1,0.3267
2005-01-27T08:00:00Z,1.9,184,4.6,39.4,0.3367
2005-01-27T09:00:00Z,2.4,204,4.8,41.9,0.3634
2005-01-27T10:00:00Z,2,185,5.9,40.2,0.376
2005-01-27T11:00:00Z,1.3,125,7,38.4,0.3861
2005-01-27T12:00:00Z,1,104,6.6,40.2,0.3944
2005-01-27T13:00:00Z,1.2,115,6.6,41.2,0.4046
2005-01-27T14:00:00Z,1.5,126,7.3,36.8,0.3779
2005-01-27T15:00:00Z,1.3,125,7.3,35,0.3584
2005-01-27T16:00:00Z,1.5,139,7,33.5,0.3367
2005-01-27T17:00:00Z,1.5,142,6.5,32.4,0.3155
2005-01-27T18:00:00Z,2.1,170,5.7,33.9,0.3131
2005-01-27T19:00:00Z,2.6,195,5,36.1,0.3178
2005-01-27T20:00:00Z,3,202,4.7,38.3,0.3306
2005-01-27T21:00:00Z,2,168,4.5,39.9,0.339
2005-01-27T22:00:00Z,1.4,128,4.3,41.1,0.3451
2005-01-27T23:00:00Z,1.3,115,4,43.1,0.3551
2005-01-28T00:00:00Z,1.2,111,3.7,46,0.3701
2005-01-28T01:00:00Z,1.1,97,3.3,47.4,0.3716
2005-01-28T02:00:00Z,0.9,77,3,49.1,0.3774
2005-01-28T04:00:00Z,0.6,51,3.6,48,0.3835
2005-01-28T05:00:00Z,0.5,49,4,47.8,0.3919
2005-01-28T06:00:00Z,0.6,79,4.1,48.1,0.3975
2005-01-28T07:00:00Z,0.7,92,4.1,47.4,0.3926
2005-01-28T08:00:00Z,1.6,167,4.2,48.7,0.4073
2005-01-28T09:00:00Z,2.2,206,4.1,49.8,0.4117
2005-01-28T10:00:00Z,1.8,184,4.3,48.4,0.4043
2005-01-28T11:00:00Z,1.5,176,4.6,49.7,0.4271
2005-01-28T12:00:00Z,1.8,191,4.5,49.6,0.421
2005-01-28T13:00:00Z,1.4,147,4.4,48.4,0.4087
2005-01-28T14:00:00Z,2.1,174,4.7,47.2,0.4075
2005-01-28T15:00:00Z,1.6,167,4.2,49.5,0.4118
2005-01-28T16:00:00Z,1.3,138,3.4,50.7,0.3991
2005-01-29T02:00:00Z,0.7,60,1.9,49.7,0.3528
2005-01-29T04:00:00Z,0.5,34,1.4,53.8,0.36870000000000003
2005-01-29T05:00:00Z,0.5,31,1,54.7,0.3657
2005-01-29T06:00:00Z,0.4,37,1.4,52.3,0.3591
2005-01-29T07:00:00Z,0.5,58,1.6,51,0.3561
2005-01-29T08:00:00Z,0.8,92,1.4,53.1,0.3642
2005-01-29T09:00:00Z,1.1,110,1.7,54.1,0.3785
2005-01-29T10:00:00Z,1.1,101,2.5,51,0.3778
2005-01-29T11:00:00Z,1.1,96,2.9,48.7,0.3706
2005-01-29T12:00:00Z,1.1,102,3.6,45.8,0.3674
2005-01-29T13:00:00Z,1.1,96,3.1,48.1,0.3722
2005-01-29T14:00:00Z,1.2,102,3.4,46.6,0.3668
2005-01-29T15:00:00Z,1,88,3.7,45.8,0.3697
2005-01-29T16:00:00Z,1.2,87,4.4,43.7,0.3688
2005-01-29T17:00:00Z,1.3,115,4,44.9,0.3689
2005-01-29T18:00:00Z,1.4,118,3.3,46.8,0.3671
2005-01-29T19:00:00Z,1.3,134,3.1,48.1,0.3707
2005-01-29T20:00:00Z,1.4,125,2.8,49,0.37
2005-01-29T21:00:00Z,1.5,140,3.1,47.4,0.3661
2005-01-29T22:00:00Z,1,83,2.9,49,0.3725
2005-01-29T23:00:00Z,1,73,2.8,49.1,0.3726
2005-01-30T00:00:00Z,1.1,92,2.9,49.7,0.3782
2005-01-30T01:00:00Z,1.3,109,3.8,46.5,0.3762
2005-01-30T02:00:00Z,1,82,3.2,46.9,0.3658
2005-01-30T04:00:00Z,-200,83,3.1,44.8,0.3473
2005-01-30T05:00:00Z,0.6,50,3.1,44.4,0.342
2005-01-30T06:00:00Z,0.5,44,3,43.4,0.3337
2005-01-30T07:00:00Z,0.4,49,2.8,43.8,0.3308
2005-01-30T08:00:00Z,0.5,62,2.7,43.2,0.3259
2005-01-30T09:00:00Z,0.7,85,3.3,42.3,0.3299
2005-01-30T10:00:00Z,0.8,82,4.6,39,0.333
2005-01-30T11:00:00Z,0.8,77,5.6,37.5,0.3426
2005-01-30T12:00:00Z,1,92,7.2,34.2,0.3488
2005-01-30T13:00:00Z,0.9,95,6.9,35.6,0.3561
2005-01-30T14:00:00Z,0.9,95,8.2,30.1,0.3281
2005-01-30T15:00:00Z,0.9,76,7.6,27.9,0.2927
2005-01-30T16:00:00Z,1,95,7.9,25.9,0.2774
2005-01-30T17:00:00Z,1,118,7.8,28.3,0.3017
2005-01-30T18:00:00Z,1.1,123,6.3,28.8,0.2772
2005-01-30T19:00:00Z,1.2,140,5.4,30.1,0.2726
2005-01-30T20:00:00Z,1.6,163,5,31.1,0.273
2005-01-30T21:00:00Z,1.7,164,4.6,33.8,0.2898
2005-01-30T22:00:00Z,1.1,120,4.3,36.6,0.3064
2005-01-30T23:00:00Z,1.3,130,4,39,0.3203
2005-01-31T00:00:00Z,1.7,145,2.9,42.8,0.3276
2005-01-31T01:00:00Z,1.5,126,3.4,38.9,0.3076
2005-01-31T02:00:00Z,0.8,61,4,36.4,0.2982
2005-01-31T04:00:00Z,0.4,37,3.7,37.7,0.3024
2005-01-31T05:00:00Z,0.4,37,3.4,38.9,0.3075
2005-01-31T06:00:00Z,0.4,50,3.7,37.5,0.3012
2005-01-31T07:00:00Z,0.7,109,3.7,35.2,0.2833
2005-01-31T08:00:00Z,1.8,198,3.7,33.9,0.2732
2005-01-31T10:00:00Z,3.5,283,6.6,34.4,0.3359
2005-01-31T11:00:00Z,2.8,256,10,22.4,0.2753
2005-01-31T12:00:00Z,3.1,261,11.9,18.6,0.2581
2005-01-31T13:00:00Z,2.5,181,12.5,17.2,0.2477
2005-01-31T14:00:00Z,2.7,194,13.2,17.3,0.2606
2005-01-31T15:00:00Z,2.9,214,13.5,18.7,0.2872
2005-01-31T16:00:00Z,3.2,204,14.1,18.2,0.2908
2005-01-31T17:00:00Z,4.1,228,13,20.3,0.303
